claims,perpectives,undermine_score,support_score,predict_label,gold_label
Drones Should Be Used to Take Out Enemy Combatants,Operating drones results in a great deal of mental and emotional stress.,2.6945965,-2.7347092999999996,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone operators often suffer from psychological and emotional strain.,2.0749252,-2.0428288,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes create more terrorists than they kill. ,0.7384341,-0.66008604,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes tend to increase the membership of terrorist organizations.,2.770482,-2.82132,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes can't reduce the number of terrorists. ,0.43017215,-0.4273786,0,0
Drones Should Be Used to Take Out Enemy Combatants,"Drone strikes are secretive, lack sufficient legal oversight, and prevent citizens from holding their leaders accountable. ",2.1842184,-2.1615450000000003,0,0
Drones Should Be Used to Take Out Enemy Combatants,Secrecy prevents accountability for drone strikes.,0.5262501,-0.55031776,0,0
Drones Should Be Used to Take Out Enemy Combatants,Not enough legal oversight prevents the accountability resulting from secret drone strikes.,0.7401538000000001,-0.71676266,0,0
Drones Should Be Used to Take Out Enemy Combatants,There are many reasons why drones lack sufficient oversight to be of moral value.,1.7764266,-1.7079863999999998,0,0
Drones Should Be Used to Take Out Enemy Combatants,The use of drones removes accountability from their leaders.,1.3589739,-1.3130202,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes violate the sovereignty of other countries. ,2.3232865,-2.3167503,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes infringe upon the rights of other nations.,2.8866355,-2.9771614,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes mostly kill low-value targets who are not significant threats to US safety and security. ,2.6458204,-2.6823416,0,0
Drones Should Be Used to Take Out Enemy Combatants,Those targeted by drone strikes are mostly insignificant to national security.,1.4932442,-1.338127,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes are often not targeting high value targets.,0.57692474,-0.4601949000000001,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes tend to only kill low value targets.,2.8569255,-2.922873,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes violate international law. ,1.7979599999999998,-1.7121707999999998,0,0
Drones Should Be Used to Take Out Enemy Combatants,The use of unmanned drone attacks is inconsistent with international laws.,2.2148328,-2.237839,0,0
Drones Should Be Used to Take Out Enemy Combatants,International laws are violated by drone strikes.,1.5707525,-1.484979,0,0
Drones Should Be Used to Take Out Enemy Combatants,International law is violated by drone strikes.,1.4280078,-1.3748337,0,0
Drones Should Be Used to Take Out Enemy Combatants,The use of drones conflicts with international law,1.7043888999999999,-1.6523035,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes kill large numbers of civilians and traumatize local populations. ,2.905882,-3.0091958,0,0
Drones Should Be Used to Take Out Enemy Combatants,Civilians are traumatized and often killed by United States drone strikes.,2.8591652,-2.938097,0,0
Drones Should Be Used to Take Out Enemy Combatants,Drone strikes cause a significant amount of localized trauma.,2.8108754,-2.8751726000000004,0,0
Drones Should Be Used to Take Out Enemy Combatants,"Drone strikes are a major threat to individuals, both physically and psychologically.",2.8464556,-2.9196901,0,0
Drones Should Be Used to Take Out Enemy Combatants,"Drone strikes have done serious harm to civilians, partially through promoting emotional terror.",2.8589222000000003,-2.9333057,0,0
Drones Should Be Used to Take Out Enemy Combatants,U.S. drone strikes enable other nations to violate human rights.,1.3163924999999999,-1.261684,0,0
Offshoring is a good idea,Offshoring exploits both individual workers and under developed states.,0.5833654,-0.5398733,0,0
Offshoring is a good idea,There are multiple negative effects of offshoring.,2.8962336,-2.9819147999999998,0,0
Offshoring is a good idea,Underdeveloped states and workers are harmed by this practice.,2.9267588,-3.0742776000000003,0,0
Offshoring is a good idea,Offshore outsourcing reduces living standards and limits social mobility.,1.2626632,-1.1711539,0,0
Offshoring is a good idea,Social mobility is negatively impacted by offshore outsourcing.,2.9109082,-3.0455064999999997,0,0
Offshoring is a good idea,Living standards decline and is just one example of the cons of offshore outsourcing.,1.0060604,-0.76913595,0,0
Evolution has Disproved Creationism,Evolution undermines meaning and morality,0.6655248,-0.59601045,0,0
Evolution has Disproved Creationism,Evolution has taken away the stories that create morals and meaning to many people.,1.2524521,-1.0486757,0,0
Evolution has Disproved Creationism,Evolution does not explain morals or guidelines to a way of life.,1.9009563999999999,-1.8652256999999999,0,0
Evolution has Disproved Creationism,"Much of the complexity of life cannot be explained by evolution, but is perfectly explained by Creationism.",1.2840828000000002,-1.1422681000000001,0,0
Evolution has Disproved Creationism,Creationism has theoretical answers to questions evolution can't answer.,1.0038700999999999,-0.86244583,0,0
Evolution has Disproved Creationism,Evolution cannot answer irreducible complexity like Creationism can.,1.1830868,-1.1053876,0,0
Mossad should carry out extrajudicial killings,They damage Israel's foreign relations & reputation,2.8409657000000004,-2.9819736,0,0
National service should be re-introduced,The military does not want conscription,0.9764755999999999,-0.8584775,0,0
National service should be re-introduced,The military feels that conscription is not the right answer. ,2.426536,-2.4473705000000003,0,0
National service should be re-introduced,Constriction is not something the military is interested in. ,2.7722664,-2.8464084,0,0
National service should be re-introduced,National service would lead to unfair treatment of conscientious objectors,2.8868446,-2.9670742000000003,0,0
National service should be re-introduced,People who identify as conscientious objectors would be treated unfairly in the national service. ,1.4402671999999999,-1.2457697,0,0
National service should be re-introduced,"Conscientious objectors would, under the national service, not be treated equitably. ",0.8231752,-0.6731416,0,0
National service should be re-introduced,National service would lead to unfair treatment of people with different opinions.,2.8747597000000003,-2.9666872000000004,0,0
National service should be re-introduced,People who object national service would be treated unjustly. ,1.77685,-1.5939510000000001,0,0
National service should be re-introduced,It will cost a fortune and be difficult to implement,3.0029032000000004,-3.1562745999999997,0,0
National service should be re-introduced,The costs will be enormous and implementation is arduous. ,1.9595907,-1.8419148999999997,0,0
National service should be re-introduced,The program would be incredibly expensive and very hard to work through. ,2.7992150000000002,-2.8593159,0,0
National service should be re-introduced,National service is expensive and hard to follow through on.,0.22406104,-0.10138086,0,0
National service should be re-introduced,"National services are difficult, and hard to get going.",2.8589773,-2.9466112,0,0
National service should be re-introduced,It is unjust for a government to coerce its citizens,1.8242732,-1.7054349999999998,0,0
You should never have children,Having children is our duty and responsibility,0.15459454,0.12005072,0,0
Anarchism is a valuable political ideology,Anarchist Communities have a very poor track record.,2.6329412,-2.7063669999999997,0,0
Voting should be compulsory in the UK,People forced to vote are unlikely to vote intelligently.,0.32180732,-0.31196743,0,0
Voting should be compulsory in the UK,"If people are forced to vote, they will not have the information needed to vote intelligently.",2.7164797999999997,-2.806324,0,0
Voting should be compulsory in the UK,The right not to vote,0.5439655,-0.5062095,0,0
Voting should be compulsory in the UK,Compulsory Voting Does not enhance democracy,0.23032929999999996,-0.25588012,0,0
Voting should be compulsory in the UK,Democracy is based on the freedom to vote or not.,1.1753262,-1.0929038999999998,0,0
Voting should be compulsory in the UK,"People can only make free choices if they want to, not because the state makes them",0.6764373,-0.60770226,0,0
Voting should be compulsory in the UK,What's the point of voting as politicians don't listen to the public anyways,2.151275,-2.1503197999999997,0,0
Voting should be compulsory in the UK,Why should anyone bother to vote when politicians do whatever they want?,1.0435824,-0.8796615,0,0
Voting should be compulsory in the UK,"Once elected, politicians do what they want, so why vote?",0.54805166,-0.47525150000000005,0,0
Voting should be compulsory in the UK,Voting does not make sense as a rewardable/punishable action.,1.5622633999999997,-1.4984438,0,0
Voting should be compulsory in the UK,Rewarding or punishing someone for voting is nonsensical.,1.0088582,-0.94258934,0,0
Voting should be compulsory in the UK,Voting should be neither rewarded or punished.,0.964216,-0.7933292,0,0
Voting should be compulsory in the UK,Convincing is more effective than forcing.,0.88767207,-0.8246108,0,0
Voting should be compulsory in the UK,You can persuade to vote but you can't force someone to do it.,1.0199709000000001,-0.93343174,0,0
Voting should be compulsory in the UK,It would be extremely difficult to police and finance mandatory voting.,2.9506502,-3.1253796,0,0
The Schengen Agreement must be dissolved,The Agreement helps to promote the stability of the European Union,0.9541803,-0.6161454000000001,0,0
The Schengen Agreement must be dissolved,The Agreement helps keep the European Union intact,0.6719968000000001,-0.37152672,0,0
Users of extremist websites should be punished,Criminalisation will not stop radicalisation,0.6648878,-0.58578086,0,0
Users of extremist websites should be punished,Radicalisation cannot be stopped by criminalisation,0.30012393,-0.3292933,0,0
Users of extremist websites should be punished,Criminalisation creates more problems than it solves,0.9112383,-0.75363016,0,0
Users of extremist websites should be punished,Problems are not going to be stopped by criminalisation,0.5098684,-0.5080957,0,0
Users of extremist websites should be punished,"Freedom of expression is a right guaranteed to all, and reducing or eliminating those freedoms is never acceptable.",0.22147267,-0.16589695,0,0
Users of extremist websites should be punished,Freedoms are not earned or deserved they are given to all people equally and no one should determine which agendas are too extreme to receive this protection.,0.97170186,-0.8610992000000001,0,0
Children should not be allowed to inherit vast wealth as this damages them and society,"Society would be damaged if people could not satisfy the procreative urge by enriching their children, as this would demotivate them.",1.7472876,-1.6365874,0,0
The People’s Republic of China should invade North Korea,Is not worth the price,0.27624503,-0.31359363,0,0
The People’s Republic of China should invade North Korea,The costs would be outrageous. ,2.7177830000000003,-2.7905211,0,0
The People’s Republic of China should invade North Korea,To invade could trigger an Arms Race: the very thing everyone wants to avoid!,2.7774265,-2.9109043999999997,0,0
The People’s Republic of China should invade North Korea,"Everyone wants to avoid an Arms Race, and an invasion could trigger just that outcome. ",2.6869697999999995,-2.8076737,0,0
The People’s Republic of China should invade North Korea,"An Arms race is the one outcome everyone wants to avoid, and an invasion could lead to that. ",2.4465783,-2.4898033,0,0
The UK Should Leave the European Union,Students will have to pay British tuition fees,1.1242604999999999,-1.1064893999999998,0,0
The UK Should Leave the European Union,Leaving the EU will mean the UK will have less regional influence,1.8830466000000001,-1.8054254,0,0
The UK Should Leave the European Union,UK leaving the EU will shift its influences.,0.41397405,-0.3028274,0,0
The UK Should Leave the European Union,"By leaving the EU, the UK would have less power in the region",2.069537,-2.0387769000000002,0,0
The UK Should Leave the European Union,The UK would lose their regional influence is they left the EU,0.90127647,-0.7852134,0,0
The UK Should Leave the European Union,Leaving EU would weaken UK security.,2.8350606,-2.9499435000000003,0,0
The UK Should Leave the European Union,Leaving will mean less communication with other security services,1.8931360000000002,-1.824497,0,0
The UK Should Leave the European Union,Leaving EU would weaken UK security.,2.8350604,-2.9499435000000003,0,0
The UK Should Leave the European Union,Leaving the EU would mean leaving their security services too,1.5127928,-1.3838208,0,0
The UK Should Leave the European Union,"By leaving the EU, they would lose the security they had shared",2.3820329,-2.3931299999999998,0,0
Keep the Sabbath as a Day of Rest,People should be allowed to take their leisure at their own convenience and not on the basis of religious decree ,0.49402034,-0.45944616,0,0
Keep the Sabbath as a Day of Rest,Religious decrees infringe on people's freedom of choice,2.8268871,-2.9108562,0,0
Civil society should be granted a wider participation in Africa’s political life,Western European experiences do not demonstrate that civil society’s involvement in politics would be positive in the African context,1.8020215,-1.7706728999999999,0,0
Civil society should be granted a wider participation in Africa’s political life,There is no proof that western European involvement in politics would be beneficial to Africa.,0.73681945,-0.68083143,0,0
Civil society should be granted a wider participation in Africa’s political life,History has shown that western European involvement would not be beneficial to Africa.,1.6765740000000002,-1.61781,0,0
Send Yanukovych to The Hague,Could not be tried for all his crimes,0.04784797,-0.033476137,0,0
It should be allowed to have military recruitment in schools,Military recruitment in schools is less education than propaganda,1.4025047,-1.333397,0,0
It should be allowed to have military recruitment in schools,Military recruitment in schools is more propaganda than education. ,1.2436333000000002,-1.198415,0,0
It should be allowed to have military recruitment in schools,"Military recruiters decieve children about the risks of a military career, tempting them into a career they would not choose with honest information.",1.8304837,-1.7955487,0,0
It should be allowed to have military recruitment in schools,"Since schoolchildren would not chose a military career with honest information, military recruiters downplay the risks of a military career to tempt them.",1.8163359000000001,-1.7808988000000001,0,0
It should be allowed to have military recruitment in schools,School children are too young to target for military service,1.2074286,-1.1977031999999999,0,0
It should be allowed to have military recruitment in schools,School children are too young to be targeted for military service.,0.8569108,-0.8044753000000001,0,0
Parents should be allowed to genetically screen foetuses for heritable diseases,Genetic screening may lead the marginalisation of those living with genetic disorders,1.9832290000000001,-1.9159642,0,0
Parents should be allowed to genetically screen foetuses for heritable diseases,People with genetic disorders will be marginalized by genetic screening.,0.31742674,-0.18886429,0,0
Parents should be allowed to genetically screen foetuses for heritable diseases,A screening culture may lead to the value of human life becoming distorted,2.849247,-2.9608432999999996,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Intelligence agencies exaggerate the nature of threats.,0.6888708,-0.57599366,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Threats are exaggerrated by intelligence agencies.,2.8663882999999997,-2.9631124,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Domestic intelligence agencies cannot be controlled,1.6707999,-1.6481811000000002,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,It is too difficult to control domestic intelligence services.,2.0735981,-2.093902,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Domestic intelligence services lack the oversight to be controlled.,2.2465806,-2.3624853999999997,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,There is an inability to control domestic intelligence agencies.,2.1684575,-2.1654258,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Intelligence agencies operating domestically are unable to be controlled.,1.9837936999999999,-2.0152717,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,The government does not have the right to spy on its citizens,0.17012912,-0.12728626,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,The government has no right to spy on citizens.,0.7579669,-0.6839050999999999,0,0
Domestic intelligence agencies have a legitimate role to play in democracy,Citizens have the right to expect privacy and not be spied on by domestic intelligence agencies.,0.88774,-0.8310417999999999,0,0
Labels on food must be mandated to encourage people to eat better,Consumers can be fed lies by companies via food labels.,0.13535357,-0.035914198,0,0
Labels on food must be mandated to encourage people to eat better,Food labeling does not change consumer behavior,1.5979071000000002,-1.5435428999999998,0,0
Labels on food must be mandated to encourage people to eat better,Consumers do not change their buying habits based on the absence or presence of labels.,0.12850232,-0.09575560000000001,0,0
Labels on food must be mandated to encourage people to eat better,Food labeling introduces unfair prejudice against certain products,1.0105674,-0.93159723,0,0
Labels on food must be mandated to encourage people to eat better,Food labels encourage bias against certain types of products.,0.8627166999999999,-0.7732445,0,0
Macs are better than PCs,Macs are plagued with hardware issues,2.29365,-2.2988657999999997,0,0
Macs are better than PCs,"Despite sometimes numerous hardware issues, Macs continue are better than PCs for many reasons",0.0040791479999999995,-0.01037373,0,0
Men are the key to family planning in Uganda,Controlling sexuality in family planning is wrong,1.4625707000000001,-1.3419518,0,0
Men are the key to family planning in Uganda,Sexuality and family planning don't mix,1.8528556,-1.7996975,0,0
Homework is beneficial,Homework disadvantages low-income students,2.8547528,-2.954154,0,0
Homework is beneficial,Low-income students are at a disadvantage when it comes to homework.,2.2256227,-2.222436,0,0
Homework is beneficial,Homework doesn't help low-income students succeed.,2.2483065,-2.2573647,0,0
Homework is beneficial,There is no evidence that homework makes a difference for young children.,0.33682847,-0.25527367,0,0
Homework is beneficial,"Homework has little educational worth, and therefore is a waste of students' time",2.8739772,-2.9749613,0,0
Homework is beneficial,There is a lack of evidence that homework helps younger children,1.0891806999999998,-0.9342166,0,0
Homework is beneficial,Small children are not helped by having homework.,0.6396494,-0.5564213000000001,0,0
Homework is beneficial,Too much homework can be harmful,2.768155,-2.8528054,0,0
Homework is beneficial,Assigning large amounts of homework isn't good for students.,2.0895996,-2.0702295,0,0
Homework is beneficial,Too much homework is detrimental.,1.2477652,-1.1498704,0,0
Homework is beneficial,Homework puts students off learning,0.9608976999999999,-0.83068854,0,0
The music that glorifies violence against women should be banned,It would be highly impractical to ban this music glorifying violence.,2.9005012999999997,-3.0520878,0,0
The music that glorifies violence against women should be banned,It would not be at all practical to ban music glorifying violence.,2.4156137,-2.4871962000000005,0,0
The music that glorifies violence against women should be banned,Banning this music that glorifies violence is totally impractical.,2.2398007,-2.2699902,0,0
The music that glorifies violence against women should be banned,It is not realistic to expect a ban of violent music,1.0165461999999998,-0.95773244,0,0
The music that glorifies violence against women should be banned,"To ban this type of music encourages the viewing of women as helpless, victim figures.",2.7799685000000003,-2.8386655,0,0
The music that glorifies violence against women should be banned,Women would be seen as helpless victims if we banned this type of music.,2.808704,-2.8879752,0,0
The music that glorifies violence against women should be banned, It would encourage the viewing of women as helpless victims if this type of music was banned.,2.871123,-2.9789553,0,0
The music that glorifies violence against women should be banned,Banning the music would only make women seen more like victims,2.8972592,-3.0330037999999995,0,0
The music that glorifies violence against women should be banned,"By banning the music, women will continue to be viewed as helpless",2.8015845,-2.8754504,0,0
The music that glorifies violence against women should be banned,It is dangerous to censor art.,2.6773787000000002,-2.7369342,0,0
The music that glorifies violence against women should be banned,Censoring art is extremely bad.,2.6997187,-2.7770544999999998,0,0
The music that glorifies violence against women should be banned,Violent music can be listened to without people going out and doing what the music says.,2.1188521000000002,-2.1108759999999998,0,0
The music that glorifies violence against women should be banned,Defending hip hop artists’ right to free speech,0.41121779999999997,-0.32514232,0,0
The music that glorifies violence against women should be banned,everyone deserves free speech,1.6012796999999999,-1.4704393999999998,0,0
The music that glorifies violence against women should be banned,hip hop artists have a right to free speech,1.3678706,-1.1935296,0,0
"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt","A tax exemption is a privilege, not a right. ",1.8802883999999997,-1.8362903999999998,0,0
"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt",The tax break given to churches restricts their freedom of speech because it deters pastors from speaking out for or against political candidates. ,0.010399759,0.0040468443,0,0
"Churches should (defined as churches, temples, mosques, synagogues, etc.) remain tax-exempt","Exempting churches from taxation costs the government billions of dollars in lost revenue, which it cannot afford, especially in tough economic times. ",1.217658,-1.1449809,0,0
The penny should stay in circulation,The penny has practically no value and should be taken out of circulation just as other coins have been in US history,0.25687203,-0.15680753,0,0
Workers in the Transport Sectors Should Be Banned From Going On Strike,"Banning Strikes doesn't stop them, but hides them (non solvency)  ",1.3413931000000001,-1.2272453,0,0
Workers in the Transport Sectors Should Be Banned From Going On Strike,"Bans don't stop strikes, they just force unions to use other means.",1.0601287,-0.957174,0,0
Workers in the Transport Sectors Should Be Banned From Going On Strike,"A ban on unions wouldn't be effective, since the unions would just do something else.",1.6946308999999997,-1.5805569,0,0
The use of atomic bombs against Hiroshima and Nagasaki was justified,Using atomic weapons in a populated area was not necessary.,1.6937983,-1.6021087,0,0
The use of atomic bombs against Hiroshima and Nagasaki was justified,The bombing was wrong and not moral.,1.3314515,-1.2623327,0,0
The use of atomic bombs against Hiroshima and Nagasaki was justified,The legality and morality of the bombing is questionable.,1.8974389999999999,-1.87211,0,0
Oil Companies Should Not Be Allowed To Drill Offshore,Offshore drilling and its negative effect on the environment are controversial topics.,2.6447415000000003,-2.6760836,0,0
Open primaries are the most effective method of selecting candidates for elections,Open primaries will just make lobbying more prominent,1.0010444,-0.8046923,0,0
Open primaries are the most effective method of selecting candidates for elections,Open primaries will lead to an increase in disputes internal to political parties,2.3282842999999995,-2.326324,0,0
Open primaries are the most effective method of selecting candidates for elections,Political parties will have more disputes with open primaries.,2.9205554,-3.0337396,0,0
Open primaries are the most effective method of selecting candidates for elections,The primaries being open cause more internal friction.,2.7588177000000003,-2.8481336,0,0
Open primaries are the most effective method of selecting candidates for elections,"With open primaries, there will be more conflict withing the parties",2.8985022999999996,-3.0087099999999998,0,0
Open primaries are the most effective method of selecting candidates for elections,There will be more party infighting with open primaries,2.0343285,-1.9705313000000002,0,0
Open primaries are the most effective method of selecting candidates for elections,Open primaries will distract and confuse the majority of the electorate,2.986475,-3.1788316,0,0
Open primaries are the most effective method of selecting candidates for elections,Most people are confused by open primaries.,2.9711637000000004,-3.1135572999999996,0,0
Open primaries are the most effective method of selecting candidates for elections,Open primaries are unnecessarily complex for most people.,2.9091424999999997,-3.0188894,0,0
Open primaries are the most effective method of selecting candidates for elections,Open primaries are open to manipulation,2.2412137999999997,-2.2568387999999997,0,0
Open primaries are the most effective method of selecting candidates for elections,It's possible to manipulate open primaries.,2.726276,-2.7992797,0,0
NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,The Taliban failed to provide good government for Afghanistan.,1.2122879,-1.2429928999999997,0,0
NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,"The Taliban supports terrorist organizations, so they are not to be trusted. ",0.60909855,-0.5911935,0,0
NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,you can not trust the taliban because of their support of terrorist groups. ,1.5044365,-1.4470751,0,0
NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,"The Taliban is a cruel and undemocratic regime, and so it should not be given any power.",2.1315557999999997,-2.1389036,0,0
NATO countries and the government of Afghanistan should negotiate a power-sharing deal with the Taliban,the taliban should not be given power. ,2.4054637000000003,-2.4726627,0,0
Take a visit the Yasukuni Shrine,Honouring war criminals is wrong,0.053187177,-0.04713486,0,0
Take a visit the Yasukuni Shrine,Visits sour relations ,0.050088495,-0.090830676,0,0
Gambling must be banned,It is impossible to effectively ban gambling,0.25125113,-0.266669,0,0
Gambling must be banned,Gambling is too popular to ban entirely.,0.3276819,-0.20805097,0,0
Religious symbols in public buildings must be banned,The banning of religious symbols in public could cause an outcry for other public bans.,1.7152629000000001,-1.6148559,0,0
Religious symbols in public buildings must be banned,The banning of religious symbols in public will always be a controversial issue. ,2.5621343,-2.567406,0,0
Any work that is not released under a creative commons license shouldn't be funded,Creative commons is not a good option for many government works,0.48154490000000005,-0.40168822,0,0
Inheritance tax should be raised to 100% for everyone born in the UK,Inheritance tax is too high and should be lowered.,2.8403873,-2.9719963,0,0
Inheritance tax should be raised to 100% for everyone born in the UK,"The inheritance tax is way too much now, it needs to be lowered.",1.745339,-1.6542511000000002,0,0
Inheritance tax should be raised to 100% for everyone born in the UK,It would have unintended consequences,2.958193,-3.1462617,0,0
The EU should engage in further enlargement,Expansion would be unpopular.,2.8642762000000004,-2.975978,0,0
The EU should engage in further enlargement,Enlarging the EU could cause controversy.,2.9188905,-3.0744123,0,0
The EU should engage in further enlargement,Is the unpopularity of EU expansion worth its further enlargement?,2.3867388,-2.4384813,0,0
The EU should engage in further enlargement,Enlarging the EU could potentially cause financial problems for all involved.,2.9692445,-3.140474,0,0
The EU should engage in further enlargement,Possible financial instability does not warrant the EU accepting new members.,2.2845788,-2.3275607000000003,0,0
The EU should engage in further enlargement,There will be an even greater brain drain from poorer countries to richer.,2.2820840000000002,-2.2539783,0,0
The EU should engage in further enlargement,Adding poorer countries to the EU will adversely impact the ones that  are more prosperous.,2.8596067,-2.988871,0,0
The EU should engage in further enlargement,Richer countries will not benefit from adding poorer countries to the EU.,0.99163663,-0.8721809000000001,0,0
The EU should engage in further enlargement,Expansion will create conflicts of interest between members.,2.9750240000000003,-3.1360197,0,0
The EU should engage in further enlargement,EU expansion could wreak havoc between its members.,2.943871,-3.0897415,0,0
The EU should engage in further enlargement,Enlarging the EU will have a more negative impact between its members.,2.9370112,-3.0769743999999997,0,0
Private universities in the UK must be encouraged,Private Universities would risk reducing the quality of university degrees.,0.60305536,-0.50403327,0,0
Private universities in the UK must be encouraged,Allowing universities to be guided by an invisible hand does more harm than good,1.8462558,-1.7762775000000002,0,0
Private universities in the UK must be encouraged,The principle of the invisible hand does not benefit universities.,0.7807113,-0.7321439000000001,0,0
Private universities in the UK must be encouraged,Private universities would increase the divide between the rich and poor,1.3960981000000001,-1.2888381000000002,0,0
Sadomasochism must be decriminalized,The pursuit of pain for the purpose of achieving pleasure is an immoral act,0.7519759,-0.6340462,0,0
An international ban should be placed on the export of nuclear reactor technology,Countries with nuclear weapons have the ability to set their own agenda.,0.47082302,-0.12409843,0,0
An international ban should be placed on the export of nuclear reactor technology,States with nuclear weapons are afforded more authority to set agendas at international levels.,0.34822798,0.02092202,0,0
An international ban should be placed on the export of nuclear reactor technology,All states have a right to nuclear self-defense.,0.61412275,-0.30687565,0,0
An international ban should be placed on the export of nuclear reactor technology,"all countries are entitled to self defense with nuclear weapons, even when they do not have the capacity to carry conventional weapons",0.35953102,0.030179447999999998,0,0
